,Date,Description,InternationTransactionAmount,Category,Amount,TransactionUserName,TransactionType,IsoCurrency,Locality,City,State,Country
16,2019-12-17,THE ROOM               GURGAON,0,VIDEO GAME,75.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
17,2019-12-17,FLIPKART PAYMENTS      BANGALORE,0,ELECTRONICS RETAIL COMPANY,439.0,0,DOMESTIC,INR,3RD BLOCK,BENGALURU,KARNATAKA,INDIA
18,2019-12-17,PLANET NEEDSGURGAON,0,CAFE COMPANY,83.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
19,2019-12-17,PLANET NEEDSGURGAON,0,CAFE COMPANY,772.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
20,2019-12-17,PLANET NEEDS             GURGAON,0,CAFE COMPANY,85.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
21,2019-12-18,SAVVY                  GURGAON,0,CAFE COMPANY,449.0,1,DOMESTIC,INR,GALLERIA MARKET,GURUGRAM,HARYANA,INDIA
22,2019-12-18,THE ROOM               GURGAON,0,VIDEO GAME,50.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
23,2019-12-18,WWW OLACABS COM        GURGAON,0,RIDESHARING COMPANY,1.0,0,DOMESTIC,INR,DUNDAHERA VILLAGE,GURUGRAM,HARYANA,INDIA
24,2019-12-18,SURYA AND COMPANY      GURGAON,0,1988 FILM,1590.0,1,DOMESTIC,INR,SOUTH CITY II,GURUGRAM,HARYANA,INDIA
25,2019-12-18,BATA INDIA LIMITED     GURGAON,0,COMPANY,249.0,1,DOMESTIC,INR,DLF COLONY,GURUGRAM,HARYANA,INDIA
26,2019-12-19,MEENAKSHI COLLECTION     GURGAON,0,INDIAN ACTRESS,950.0,1,DOMESTIC,INR,POCKET H,GURUGRAM,HARYANA,INDIA
27,2019-12-19,THE ROOM               GURGAON,0,VIDEO GAME,231.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
28,2019-12-19,KEVENTERS                GURGAON,0,CAFE COMPANY,246.0,1,DOMESTIC,INR,DLF PHASE 2,GURUGRAM,HARYANA,INDIA
29,2019-12-19,LIVE PHARMACY            GURGAON,0,AMERICAN TELEVISION PROGRAM,90.0,1,DOMESTIC,INR,POCKET C,GURUGRAM,HARYANA,INDIA
30,2019-12-20,THE ROOM               GURGAON,0,VIDEO GAME,1187.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
31,2019-12-20,LAKE FOREST WINE         GURGAON,0,CITY IN CALIFORNIA,2100.0,1,DOMESTIC,INR,HERITAGE CITY,GURUGRAM,HARYANA,INDIA
32,2019-12-20,THE ROOM               GURGAON,0,VIDEO GAME,814.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
33,2019-12-21,GADGET STUDIOHYDERABAD,0,CAFE COMPANY,600.0,0,DOMESTIC,INR,BNR COLONY,HYDERABAD,TELANGANA,INDIA
34,2019-12-21,PLANET NEEDS             GURGAON,0,CAFE COMPANY,445.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
35,2019-12-21,MANGALAM CHEMIST       GURGAON,0,COMPANY,125.0,1,DOMESTIC,INR,GALLERIA MARKET,GURUGRAM,HARYANA,INDIA
36,2019-12-21,THE ROOM               GURGAON,0,VIDEO GAME,305.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
37,2019-12-21,THE ROOM               GURGAON,0,VIDEO GAME,231.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
38,2019-12-21,FASHION AND TRENDS     GURGAON,0,CAFE COMPANY,3100.0,1,DOMESTIC,INR,NIRVANA COUNTRY,HARYANA,HARYANA,INDIA
39,2019-12-21,PLANET NEEDS             GURGAON,0,CAFE COMPANY,456.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
40,2019-12-21,HILTON GARDEN INN GURG   GURGAON,0,HOTEL BRAND,654.83,1,DOMESTIC,INR,SECTOR 50,GURUGRAM,HARYANA,INDIA
41,2019-12-21,APOLLO HOSPITALS ENTERPHYDERABAD,0,HEALTH CARE COMPANY,1489.0,0,DOMESTIC,INR,JUBILEE HILLS,HYDERABAD,TELANGANA,INDIA
42,2019-12-22,PAYTMNOIDA,0,CAFE COMPANY,5000.0,0,DOMESTIC,INR,F BLOCK,NOIDA,UTTAR PRADESH,INDIA
43,2019-12-22,THE ROOMGURGAON,0,CAFE COMPANY,208.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
44,2019-12-22,LA SANTE AL CHEMISTGURGAON,0,BAND,258.0,0,DOMESTIC,INR,AMBIENCE ISLAND,GURUGRAM,HARYANA,INDIA
45,2019-12-22,PAYTMNOIDA,0,CAFE COMPANY,2369.0,0,DOMESTIC,INR,F BLOCK,NOIDA,UTTAR PRADESH,INDIA
46,2019-12-23,PLANET NEEDS             GURGAON,0,CAFE COMPANY,836.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
47,2019-12-23,LOOKS SALON            GURGAON,0,CAFE COMPANY,472.0,1,DOMESTIC,INR,DLF COLONY,GURUGRAM,HARYANA,INDIA
48,2019-12-23,AMAZON SELLER SERVICES MUMBAI,0,E-COMMERCE COMPANY,13798.0,0,DOMESTIC,INR,NEW MHADA COLONY,MUMBAI,MAHARASHTRA,INDIA
49,2019-12-23,AMAZON SELLER SERVICES MUMBAI,0,E-COMMERCE COMPANY,13798.0,0,DOMESTIC,INR,NEW MHADA COLONY,MUMBAI,MAHARASHTRA,INDIA
50,2019-12-23,OLACABS.COMGURGAON,0,CAFE COMPANY,2256.0,0,DOMESTIC,INR,DUNDAHERA VILLAGE,GURUGRAM,HARYANA,INDIA
51,2019-12-23,THE ROOMGURGAON,0,CAFE COMPANY,179.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
52,2019-12-23,AMAZON SELLER SERVICES MUMBAI,0,E-COMMERCE COMPANY,13798.0,0,DOMESTIC,INR,NEW MHADA COLONY,MUMBAI,MAHARASHTRA,INDIA
53,2019-12-23,LEELA AMBIENCE HOTELGURUGRAM,0,FICTIONAL CHARACTER,11504.05,0,DOMESTIC,INR,AMBIENCE ISLAND,GURUGRAM,HARYANA,INDIA
54,2019-12-23,THE ROOM               GURGAON,0,VIDEO GAME,131.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
55,2019-12-24,THE ROOMGURGAON,0,CAFE COMPANY,171.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
56,2019-12-25,HALDIRAM               GURGAON,0,RESTAURANT COMPANY,79.22,1,DOMESTIC,INR,SARASWATI VIHAR,GURUGRAM,HARYANA,INDIA
57,2019-12-25,NEW U                  GURGAON,0,CITY IN NEW YORK,1393.01,1,DOMESTIC,INR,GALLERIA MARKET,GURUGRAM,HARYANA,INDIA
58,2019-12-25,HALDIRAM               GURGAON,0,RESTAURANT COMPANY,92.4,1,DOMESTIC,INR,SARASWATI VIHAR,GURUGRAM,HARYANA,INDIA
59,2019-12-25,CARNIVAL FILMS PVT LTDGURGAON,0,CINEMA COMPANY,420.0,0,DOMESTIC,INR,GURGAON,GURUGRAM,HARYANA,INDIA
60,2019-12-25,KING CORNGURGAON,0,AMERICAN MINISTER,260.0,0,DOMESTIC,INR,GURGAON,GURUGRAM,HARYANA,INDIA
61,2019-12-26,ELECTRONIC TOLL COLLECMUMBAI,0,CAFE COMPANY,800.0,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
62,2019-12-26,THE ROOMGURGAON,0,CAFE COMPANY,215.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
63,2019-12-27,NETBANKING TRANSFER (REF# 00000000001227012414320),0,CAFE COMPANY,187074.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
64,2019-12-27,BOOK MY SHOWMUMBAI,0,CAFE COMPANY,1776.12,0,DOMESTIC,INR,NEW AIRPORT COLONY,MUMBAI,MAHARASHTRA,INDIA
65,2019-12-27,KING CORNGURGAON,0,AMERICAN MINISTER,140.0,0,DOMESTIC,INR,GURGAON,GURUGRAM,HARYANA,INDIA
66,2019-12-27,THE ROOMGURGAON,0,CAFE COMPANY,50.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
67,2019-12-27,CARNIVAL FILMS PVT LTDGURGAON,0,CINEMA COMPANY,310.0,0,DOMESTIC,INR,GURGAON,GURUGRAM,HARYANA,INDIA
68,2019-12-27,CARNIVAL FILMS PVT LTD   GURGAON,0,CINEMA COMPANY,290.0,1,DOMESTIC,INR,GURGAON,GURUGRAM,HARYANA,INDIA
69,2019-12-28,QURESHIS KABAB CORNER    DELHI,0,CAFE COMPANY,600.0,1,DOMESTIC,INR,SOUTH EXTENSION,NEW DELHI,DELHI,INDIA
70,2019-12-28,GLOBAL PHARMACY        GURGAON,0,CAFE COMPANY,324.0,1,DOMESTIC,INR,ORCHID PETALS,GURUGRAM,HARYANA,INDIA
71,2019-12-28,FRESH ZONE 24          GURGAON,0,AMERICAN ACTOR,348.0,1,DOMESTIC,INR,DLF PHASE 1,GURUGRAM,HARYANA,INDIA
72,2019-12-28,KABAB RESTAURANT         GURGAON,0,DISH,580.0,1,DOMESTIC,INR,SECTOR 56,GURUGRAM,HARYANA,INDIA
73,2019-12-28,GLOBAL PHARMACY        GURGAON,0,CAFE COMPANY,974.0,1,DOMESTIC,INR,ORCHID PETALS,GURUGRAM,HARYANA,INDIA
74,2019-12-28,FRESH ZONE 24          GURGAON,0,AMERICAN ACTOR,1450.0,1,DOMESTIC,INR,DLF PHASE 1,GURUGRAM,HARYANA,INDIA
75,2019-12-28,AMAZON SELLER SERVICES MUMBAI,0,E-COMMERCE COMPANY,1307.0,0,DOMESTIC,INR,NEW MHADA COLONY,MUMBAI,MAHARASHTRA,INDIA
76,2019-12-28,THE ROOMGURGAON,0,CAFE COMPANY,114.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
77,2019-12-29,THE ROOM               GURGAON,0,VIDEO GAME,144.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
78,2019-12-29,THE ROOM               GURGAON,0,VIDEO GAME,903.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
79,2019-12-29,THE ROOMGURGAON,0,CAFE COMPANY,50.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
80,2019-12-29,THE ROOM               GURGAON,0,VIDEO GAME,116.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
81,2019-12-30,ANGEL PHARMACY           GURGAON,0,CANADIAN MODEL,294.0,1,DOMESTIC,INR,BLOCK S,GURUGRAM,HARYANA,INDIA
82,2019-12-30,ETERNAL GANGES PRESS     GURGAON,0,2015 FILM,3025.0,1,DOMESTIC,INR,BLOCK A,GURUGRAM,HARYANA,INDIA
83,2019-12-30,THE ROOM               GURGAON,0,VIDEO GAME,50.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
84,2019-12-31,FRESH ZONE 24          GURGAON,0,AMERICAN ACTOR,2200.0,1,DOMESTIC,INR,DLF PHASE 1,GURUGRAM,HARYANA,INDIA
85,2019-12-31,LAKE FOREST WINE         GURGAON,0,CITY IN CALIFORNIA,4600.0,1,DOMESTIC,INR,HERITAGE CITY,GURUGRAM,HARYANA,INDIA
86,2019-12-31,THE ROOM               GURGAON,0,VIDEO GAME,16791.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
87,2019-12-31,THE ROOM               GURGAON,0,VIDEO GAME,1750.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
88,2019-12-31,MY CHEMIST             GURGAON,0,RADIO STATION,359.0,1,DOMESTIC,INR,ORCHID PETALS,GURUGRAM,HARYANA,INDIA
89,2019-12-31,THE ROOM               GURGAON,0,VIDEO GAME,3500.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
90,2019-12-31,HILTON GARDEN INN GURG   GURGAON,0,HOTEL BRAND,221.17,1,DOMESTIC,INR,SECTOR 50,GURUGRAM,HARYANA,INDIA
91,2019-12-31,PAYTMNOIDA,0,CAFE COMPANY,5000.0,0,DOMESTIC,INR,F BLOCK,NOIDA,UTTAR PRADESH,INDIA
92,2019-12-31,MY CHEMIST             GURGAON,0,RADIO STATION,155.0,1,DOMESTIC,INR,ORCHID PETALS,GURUGRAM,HARYANA,INDIA
93,2019-12-31,CUT AND STYLE            GURGAON,0,OCCUPATION,998.0,1,DOMESTIC,INR,SECTOR 4,GURUGRAM,HARYANA,INDIA
94,2020-01-01,PLANET NEEDS             GURGAON,0,CAFE COMPANY,2379.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
95,2020-01-01,THE ROOM               GURGAON,0,VIDEO GAME,347.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
96,2020-02-01,STAR PHARMACY          GURGAON,0,CAFE COMPANY,320.0,1,DOMESTIC,INR,MALIBU TOWN,GURUGRAM,HARYANA,INDIA
97,2020-02-01,HALDIRAM               GURGAON,0,RESTAURANT COMPANY,686.0,1,DOMESTIC,INR,SARASWATI VIHAR,GURUGRAM,HARYANA,INDIA
98,2020-02-01,PAYTMNOIDA,0,CAFE COMPANY,2000.0,0,DOMESTIC,INR,F BLOCK,NOIDA,UTTAR PRADESH,INDIA
99,2020-02-01,PAYTMNOIDA,0,CAFE COMPANY,500.0,0,DOMESTIC,INR,F BLOCK,NOIDA,UTTAR PRADESH,INDIA
100,2020-02-01,PAYTMNOIDA,0,CAFE COMPANY,1.0,0,DOMESTIC,INR,F BLOCK,NOIDA,UTTAR PRADESH,INDIA
101,2020-03-01,TOM N TOYS             GURGAON,0,ANIMAL,540.0,1,DOMESTIC,INR,SOUTH CITY II,GURUGRAM,HARYANA,INDIA
102,2020-04-01,PLANET NEEDS             GURGAON,0,CAFE COMPANY,260.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
103,2020-04-01,PAYTMNOIDA,0,CAFE COMPANY,5000.0,0,DOMESTIC,INR,F BLOCK,NOIDA,UTTAR PRADESH,INDIA
104,2020-04-01,BARISTA COFFEE         GURGAON,0,CAFE COMPANY,152.0,1,DOMESTIC,INR,MARUTI HOUSING COLONY,GURUGRAM,HARYANA,INDIA
105,2020-04-01,MCDONALDS              GURGAON,0,FAST FOOD COMPANY,604.8,1,DOMESTIC,INR,BLOCK S,GURUGRAM,HARYANA,INDIA
106,2020-05-01,PAYTMNOIDA,0,CAFE COMPANY,5000.0,0,DOMESTIC,INR,F BLOCK,NOIDA,UTTAR PRADESH,INDIA
107,2020-05-01,PLANET NEEDS             GURGAON,0,CAFE COMPANY,1080.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
108,2020-06-01,THE ROOM               GURGAON,0,VIDEO GAME,254.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
109,2020-06-01,THE ROOM               GURGAON,0,VIDEO GAME,219.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
110,2020-07-01,MODERN MART            GURGAON,0,POLITICAL PARTY,741.0,1,DOMESTIC,INR,JALVAYU TOWERS,GURUGRAM,HARYANA,INDIA
111,2020-07-01,SURYA AND COMPANY      GURGAON,0,1988 FILM,740.0,1,DOMESTIC,INR,SOUTH CITY II,GURUGRAM,HARYANA,INDIA
112,2020-08-01,AMAZON SELLER SERVICES MUMBAI,0,E-COMMERCE COMPANY,2198.0,0,DOMESTIC,INR,NEW MHADA COLONY,MUMBAI,MAHARASHTRA,INDIA
113,2020-09-01,THE ROOM               GURGAON,0,VIDEO GAME,1040.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
114,2020-09-01,THE ROOM               GURGAON,0,VIDEO GAME,282.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
115,2020-10-01,WWW OLACABS COMGURGAON,0,RIDESHARING COMPANY,1.0,0,DOMESTIC,INR,DUNDAHERA VILLAGE,GURUGRAM,HARYANA,INDIA
116,2020-10-01,PAYTMNOIDA,0,CAFE COMPANY,290.0,0,DOMESTIC,INR,F BLOCK,NOIDA,UTTAR PRADESH,INDIA
117,2020-10-01,CUT AND STYLE            GURGAON,0,OCCUPATION,59.0,1,DOMESTIC,INR,SECTOR 4,GURUGRAM,HARYANA,INDIA
118,2018-12-27,WWW.ALIBABA.COM          LONDONUSD,36,E-COMMERCE COMPANY,2532.86,0,INTERNATIONAL,USD,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
119,2019-12-01,MARKS AND SPENCER RELIA  GURGAON,0,RETAIL COMPANY,1510.0,1,DOMESTIC,INR,अम्बिएंस आइलैंड,गुरुग्राम,हरियाणा,INDIA
120,2019-12-01,ACCESSORIZEGURGAON,0,CAFE COMPANY,1797.0,1,DOMESTIC,INR,HERITAGE CITY,SARHOL,HARYANA,INDIA
121,2019-01-13,PLANET NEEDSGURGAON,0,CAFE COMPANY,264.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
122,2019-01-13,WWW AIRTEL IN          GURGAON,0,TELECOMMUNICATIONS COMPANY,236.0,0,DOMESTIC,INR,GURGAON,GURUGRAM,HARYANA,INDIA
123,2019-01-15,ORIENT ELECTRIC HOUSE P  NEW DELHI,0,NOVEL BY JULES VERNE,6808.0,1,DOMESTIC,INR,BHAGIRATH PALACE,NEW DELHI,DELHI,INDIA
124,2019-01-16,SAMPURN GIFTSGURGAON,0,FORMER CHIEF MINISTER OF UTTAR PRADESH,800.0,1,DOMESTIC,INR,SOUTH CITY II,GURUGRAM,HARYANA,INDIA
125,2019-01-17,PLANET NEEDS STOREGURGAON,0,CAFE COMPANY,1260.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
126,2019-01-17,BARISTA COFFEEGURGAON,0,CAFE COMPANY,137.0,1,DOMESTIC,INR,MARUTI HOUSING COLONY,GURUGRAM,HARYANA,INDIA
127,2019-01-17,BARISTA COFFEEGURGAON,0,CAFE COMPANY,137.0,1,DOMESTIC,INR,MARUTI HOUSING COLONY,GURUGRAM,HARYANA,INDIA
128,2019-01-18,PETRO SURCHARGE WAIVER,0,CORPORATION,24.17,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
129,2019-01-18,MEER SINGH FUEL POINTGURGAON,0,CAFE COMPANY,2441.37,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
130,2019-01-18,BIKANERVALAGURGAON,0,CAFE COMPANY,336.0,1,DOMESTIC,INR,SECTOR 29,GURUGRAM,HARYANA,INDIA
131,2019-01-19,PLANET NEEDS STOREGURGAON,0,CAFE COMPANY,105.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
132,2019-01-19,ANNAPURNA FOODSGURGAON,0,MASSIF IN NEPAL,284.0,1,DOMESTIC,INR,SIKANDERPUR,GURUGRAM,HARYANA,INDIA
133,2019-01-19,ANNAPURNA FOODSGURGAON,0,MASSIF IN NEPAL,137.0,1,DOMESTIC,INR,SIKANDERPUR,GURUGRAM,HARYANA,INDIA
134,2019-01-19,CLEARTRIP PVT LTD      MUMBAI,0,COMPANY,1715.0,0,DOMESTIC,INR,SHASTRI NAGAR,MUMBAI,MAHARASHTRA,INDIA
135,2019-01-19,WWW AIRTEL IN          GURGAON,0,TELECOMMUNICATIONS COMPANY,706.0,0,DOMESTIC,INR,GURGAON,GURUGRAM,HARYANA,INDIA
136,2019-01-19,GOLDEN DRAGONGURGAON,0,DOG BREED,905.0,1,DOMESTIC,INR,A BLOCK,GURUGRAM,HARYANA,INDIA
137,2019-01-20,LIVE PHARMACYGURGAON,0,AMERICAN TELEVISION PROGRAM,1480.0,1,DOMESTIC,INR,POCKET C,GURUGRAM,HARYANA,INDIA
138,2019-01-20,HDFC STANDARD LIFE CONVMUMBAI,0,INSURANCE COMPANY,61350.0,0,DOMESTIC,INR,MUMBAI,MUMBAI,MAHARASHTRA,INDIA
139,2019-01-20,FERNS N PETALS PRIVATE GURGAON,0,COMPANY,599.0,0,DOMESTIC,INR,SUNCITY,GURUGRAM,HARYANA,INDIA
140,2019-01-20,HILTON GARDEN INN GURGGURGAON,0,HOTEL BRAND,1536.36,1,DOMESTIC,INR,SECTOR 50,GURUGRAM,HARYANA,INDIA
141,2019-01-21,NETBANKING TRANSFER (REF# 00000000000121014788891),0,CAFE COMPANY,64806.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
142,2019-01-21,THE ROOMGURGAON,0,CAFE COMPANY,112.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
143,2019-01-22,BIKANERVALAGURGAON,0,CAFE COMPANY,121.0,1,DOMESTIC,INR,SECTOR 29,GURUGRAM,HARYANA,INDIA
144,2019-01-22,THE ROOMGURGAON,0,CAFE COMPANY,162.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
145,2019-01-22,AMAZON SELLER SERVICES MUMBAI,0,E-COMMERCE COMPANY,1249.0,0,DOMESTIC,INR,NEW MHADA COLONY,MUMBAI,MAHARASHTRA,INDIA
146,2019-01-22,HTTP://WWW.JAIPURDISCOM.CMUMBAI,0,CAFE COMPANY,4861.0,0,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
147,2019-01-22,FLIPKART PAYMENTS      BANGALORE,0,ELECTRONICS RETAIL COMPANY,41000.0,0,DOMESTIC,INR,3RD BLOCK,BENGALURU,KARNATAKA,INDIA
148,2019-01-23,MAKEMYTRIP INDIA PVT LTNEW DELHI,0,COMPANY,44490.0,0,DOMESTIC,INR,BLOCK 11,NEW DELHI,DELHI,INDIA
149,2019-01-23,STAR CRUISE-INR          KUALA LUMP,0,CAFE COMPANY,128450.0,0,DOMESTIC,INR,WILAYAH PERSEKUTUAN,KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR,MALAYSIA
150,2019-01-24,PLANET NEEDS STOREGURGAON,0,CAFE COMPANY,450.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
151,2019-01-24,PLANET NEEDS STOREGURGAON,0,CAFE COMPANY,557.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
152,2019-01-24,FERNS N PETALS PRIVATE GURGAON,0,COMPANY,799.0,0,DOMESTIC,INR,SUNCITY,GURUGRAM,HARYANA,INDIA
153,2019-01-26,THE ROOMGURGAON,0,CAFE COMPANY,1565.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
154,2019-01-26,THE ROOMGURGAON,0,CAFE COMPANY,127.0,1,DOMESTIC,INR,CENTRAL PARK II,GURUGRAM,HARYANA,INDIA
155,2019-01-26,BINGEGURGAON,0,CAFE COMPANY,1038.0,1,DOMESTIC,INR,BLOCK A,GURUGRAM,HARYANA,INDIA
156,2019-01-26,BINGEGURGAON,0,CAFE COMPANY,45.0,1,DOMESTIC,INR,BLOCK A,GURUGRAM,HARYANA,INDIA
157,2019-01-26,PLANET NEEDS STOREGURGAON,0,CAFE COMPANY,580.0,1,DOMESTIC,INR,SECTOR 42,GURUGRAM,HARYANA,INDIA
158,2019-01-27,FLIPKART PAYMENTS      BANGALORE,0,ELECTRONICS RETAIL COMPANY,40900.0,0,DOMESTIC,INR,3RD BLOCK,BENGALURU,KARNATAKA,INDIA
159,2019-01-27,FLIPKART PAYMENTS      BANGALORE,0,ELECTRONICS RETAIL COMPANY,100.0,0,DOMESTIC,INR,3RD BLOCK,BENGALURU,KARNATAKA,INDIA
160,2019-01-27,LE MARCHE              GURGAON,0,ITALIAN REGION,190.0,1,DOMESTIC,INR,DLF PHASE 5,GURUGRAM,HARYANA,INDIA
161,2019-01-27,FEETOES                GURGAON,0,CAFE COMPANY,2490.0,1,DOMESTIC,INR,POCKET H,GURUGRAM,HARYANA,INDIA
162,2019-01-27,H AND B STORES LIMITED   GURGAON,0,NOVEL BY JANE AUSTEN,650.0,1,DOMESTIC,INR,SAKET DISTRICT CENTRE,NEW DELHI,DELHI,INDIA
